Tcs, Main , Midblock_Route , Side_1_Route , Side_2_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
573, PARKSIDE DR ,, HIGH PARK BLVD ,,10/26/1954,43.64493,-79.45626,11-09-2011,14077,911
574, PARKSIDE DR ,, HOWARD PARK AVE ,,12/03/1953,43.64866,-79.45778,09-28-2011,14984,583
575, KEELE ST ,, GLENLAKE AVE ,,11/10/1967,43.65832,-79.4615,06-28-2012,14910,1487
576, KEELE ST ,, ANNETTE ST ,,10/16/1952,43.66366,-79.46375,04-21-2015,17195,933
577, WESTON RD ,, BLACK CREEK DR , HUMBER BLVD ,01/01/1958,43.68338,-79.48029,02-15-2018,22850,687
578, WESTON RD ,, LAMBTON AVE ,,01/31/1958,43.68426,-79.48401,06-04-2009,7904,410
579, WESTON RD ,, RAY AVE ,,04/08/1959,43.68867,-79.49417,06-03-2009,8253,569
580, WESTON RD ,, DENISON RD E , DENISON RD W ,01/31/1958,43.69624,-79.50817,04-22-2013,6704,458
581, WESTON RD ,, JOHN ST ,,02/10/1959,43.70063,-79.51777,04-23-2013,6855,1228
582, WESTON RD ,, LITTLE AVE , ELSMERE AVE ,01/31/1958,43.70105,-79.51944,01-13-2009,9568,1392
583, WESTON RD ,, CHURCH ST ,,01/31/1958,43.70304,-79.52536,04-22-2013,9201,721
584, WESTON RD ,, ST PHILLIPS RD ,,01/01/1963,43.70635,-79.53229,06-27-2017,20337,261
585, WESTON RD ,, 401 C E WESTON RD RAMP ,,08/16/1966,43.71188,-79.53545,11-24-2010,28448,197
586, WESTON RD ,, 401 C W WESTON RD RAMP ,,12/19/1963,43.71483,-79.53665,12-16-2010,31921,117
587, ALBION RD ,, WESTON RD , WALSH AVE ,12/18/1957,43.71697123,-79.53748681,05-28-2016,16101,669
588, WESTON RD ,, SHEPPARD AVE W ,,07/21/1961,43.73376,-79.53824,03-19-2014,19786,450
589, WESTON RD ,, FINCH AVE W ,,10/14/1964,43.7521,-79.54242,02-21-2013,33275,3092
590, KEELE ST ,, DONALD AVE ,,12/31/1963,43.68493,-79.47278,04-13-2016,9466,1348
591, KEELE ST ,, BEECHBOROUGH AVE ,,08/30/1962,43.69436,-79.47479,04-13-2016,11967,274
592, KEELE ST ,, GULLIVER RD , INGRAM DR ,02/13/1962,43.69945,-79.47595,04-18-2016,16893,1689
593, KEELE ST ,, FLAMBOROUGH DR , DENSLEY AVE ,01/30/1961,43.70293,-79.47673,04-13-2016,14349,676
594, KEELE ST ,, MAPLE LEAF DR ,,08/22/1961,43.7148,-79.47942,04-07-2016,20077,222
595, KEELE ST ,, 401 C E KEELE ST RAMP ,,10/20/1965,43.72122,-79.4809,03-08-2016,33776,316
596, KEELE ST ,, 401 C W KEELE ST RAMP , KEELE ST S 401 C W RAMP ,10/20/1965,43.724385,-79.481597,03-08-2016,32531,487
597, KEELE ST ,, WILSON AVE ,,01/31/1958,43.726702,-79.482042,11-24-2016,37314,3224
598, KEELE ST ,, TILBURY DR , PRIVATE ACCESS ,02/15/1968,43.7303393,-79.482902,03-08-2016,20253,778
599, KEELE ST ,, CALVINGTON DR ,,10/29/1962,43.733587,-79.48367,03-08-2016,19865,526
600, KEELE ST ,, SHEPPARD AVE W ,,10/09/1962,43.7447866,-79.486324,01-16-2018,28633,2043
601, FINCH AVE W ,, KEELE ST ,,01/01/1964,43.7634806,-79.490976,02-27-2016,14038,1885
602, STEELES AVE W ,, KEELE ST ,,02/21/1968,43.781523,-79.494495,05-13-2015,39154,1414
603, AVENUE RD ,, HEATH ST W ,,09/29/1968,43.6887347,-79.402311,04-13-2016,21501,933
604, O CONNOR DR , 40m SOUTH OF , WAKUNDA PL ,,02/05/1968,43.71562,-79.305035,03-07-2013,10868,637
605, COLLEGE ST ,, DUFFERIN ST ,,11/19/1948,43.6525538,-79.432536,06-11-2016,14803,5131
606, DUFFERIN ST , 72m NORTH OF , SYLVAN AVE , PRIVATE ACCESS ,06/06/1963,43.6552105,-79.433568,04-28-2016,10922,378
607, DUFFERIN ST ,, HALLAM ST ,,06/27/1956,43.6658286,-79.437886,04-26-2016,12163,911
608, DUFFERIN ST ,, DUPONT ST ,,10/29/1954,43.6684721,-79.439014,06-11-2016,21475,2644
609, DUFFERIN ST ,, HOPE ST ,,05/02/1968,43.6823708,-79.444848,04-12-2016,12149,551
610, DUFFERIN ST ,, ROGERS RD ,,01/31/1958,43.6855558,-79.446104,04-18-2016,18229,2065
611, DUFFERIN ST ,, HOLMESDALE RD , MARTIN ST ,10/20/1966,43.688628,-79.447385,04-12-2016,12682,469
612, DUFFERIN ST ,, CASTLEFIELD AVE ,,08/04/1965,43.7007517,-79.451768,04-11-2016,22169,1115
613, DUFFERIN ST ,, GLENCAIRN AVE ,,10/25/1957,43.7070021,-79.453212,04-11-2016,19806,1073
614, DUFFERIN ST ,, ORFUS RD ,,03/20/1959,43.720449,-79.456104,04-11-2016,19721,1334
615, DUFFERIN ST ,, BENTWORTH AVE , RANEE AVE ,02/19/1963,43.7217507,-79.456413,03-22-2016,24404,787
616, DUFFERIN ST ,, BRIDGELAND AVE , YORKDALE RD ,12/13/1963,43.7269726,-79.457655,04-04-2016,27257,249
617, WILSON AVE ,, DUFFERIN ST ,,01/31/1958,43.7320807,-79.458897,04-04-2016,19454,1122
618, DUFFERIN ST ,, FINCH AVE W ,,01/01/1967,43.7688703,-79.466898,12-03-2016,35560,1056
619, STEELES AVE W ,, DUFFERIN ST ,,08/14/1968,43.7872672,-79.470123,12-10-2016,37360,1877
620, DON MILLS RD ,, OVERLEA BLVD , GATEWAY BLVD ,01/14/1978,43.7099841,-79.334385,05-20-2015,32000,6014
621, DON MILLS RD ,, ST DENNIS DR ,,07/14/1964,43.7165457,-79.337275,10-21-2010,25442,872
622, REXDALE BLVD ,, QUEENS PLATE DR , PRIVATE ACCESS ,07/25/1985,43.7191909,-79.60347,04-21-2016,18772,270
623, DON MILLS RD ,, BARBER GREENE RD , GREEN BELT DR ,08/15/1967,43.7276374,-79.340813,03-17-2011,24273,933
624, DON MILLS RD ,, THE DONWAY E , THE DONWAY W ,11/03/1960,43.74085,-79.344418,04-21-2011,26186,199
625, DON MILLS RD ,, THE DONWAY E , THE DONWAY W ,01/01/1958,43.732251,-79.342103,06-13-2011,22907,452
626, DON MILLS RD ,, YORK MILLS RD ,,05/26/1965,43.7557927,-79.347046,04-04-2016,36703,2306
627, SHEPPARD AVE E ,, DON MILLS RD ,,04/01/1964,43.7750865,-79.34703,06-05-2013,38172,1531
628, DON MILLS RD ,, VAN HORNE AVE ,,06/18/1970,43.7873456,-79.353004,09-30-2009,22979,1507
629, DON MILLS RD ,, ESTERBROOKE AVE , FAIRVIEW MALL DR ,11/01/1974,43.7791002,-79.348727,01-16-2018,21140,2285
630, WILSON AVE ,, WILSON HEIGHTS BLVD , TIPPET RD ,01/31/1958,43.7345828,-79.4472,04-09-2016,21511,475
631, SHEPPARD AVE W ,, WILSON HEIGHTS BLVD ,,02/01/1962,43.7516592,-79.456729,02-26-2014,32661,2093
632, WILSON HEIGHTS BLVD ,, WATERLOO AVE ,,07/02/1968,43.7553365,-79.45992,12-10-2009,5324,102
633, KEELE ST ,, GRANDRAVINE DR ,,11/12/1968,43.7520138,-79.488128,02-18-2014,11576,237
634, DON MILLS RD ,, DUNCAN MILL RD , GRAYDON HALL DR ,11/29/1980,43.7617546,-79.347221,03-09-2010,23590,1294
635, LAWRENCE AVE W ,, PINE ST ,,12/08/1968,43.7019656,-79.508309,06-10-2013,12971,1511
636, THE QUEENSWAY ,, ST LAWRENCE AVE , PRIVATE ACCESS ,09/27/1968,43.6226531,-79.519097,03-28-2011,15888,130
637, WESTON RD ,, BRADSTOCK RD , PRIVATE ACCESS ,04/09/1968,43.7389792,-79.5394628,04-30-2012,12974,1048
638, EGLINTON AVE E ,, MASON RD ,,12/31/1968,43.7417938,-79.225156,12-09-2010,18274,1023
639, YONGE ST ,, 401 C W YONGE ST S RAMP ,,05/24/1966,43.75484,-79.40884,06-25-2012,42568,10
640, DUNDAS ST W ,, SORAUREN AVE ,,04/05/1969,43.6511963,-79.445285,06-08-2015,13636,608
641, ST CLAIR AVE E ,, HERRON AVE , PRIVATE ACCESS ,02/20/1969,43.7109681,-79.28593,12-14-2016,16009,331
642, DONLANDS AVE ,, MILLWOOD RD , PAPE AVE ,01/01/1962,43.69721,-79.34914,04-22-2017,19015,141
643, BAYVIEW AVE ,, POST RD ,,01/10/1956,43.7364307,-79.381904,05-09-2011,28651,517
644, BAYVIEW AVE ,, YORK MILLS RD ,,01/01/1957,43.7480641,-79.384143,04-09-2016,26296,482
645, BAYVIEW AVE ,, FIFE RD , FIFESHIRE RD ,03/21/1960,43.7548163,-79.385527,03-23-2011,19359,606
646, BAYVIEW AVE ,, 401 C E BAYVIEW RAMP ,,09/14/1965,43.7619212,-79.386856,06-13-2011,34224,116
647, BAYVIEW AVE ,, 401 C W BAYVIEW RAMP ,,12/22/1967,43.764483,-79.387379,05-17-2011,38081,354
648, SHEPPARD AVE E ,, BAYVIEW AVE ,,09/30/1968,43.7666244,-79.388044,12-02-2015,48835,2161
649, BAYVIEW AVE ,, CITATION DR , EMPRESS AVE ,01/14/1966,43.7743467,-79.389797,06-19-2017,21680,244
650, BAYVIEW AVE ,, FINCH AVE E ,,12/03/1962,43.7849891,-79.392235,06-01-2017,37045,1087
651, BAYVIEW AVE ,, CUMMER AVE ,,03/20/1967,43.7923392,-79.393624,12-06-2017,25686,538
652, STEELES AVE E ,, BAYVIEW AVE ,,03/01/1966,43.8032514,-79.396314,01-30-2018,37327,470
653, BAYVIEW AVE ,, RUDDINGTON DR , PRIVATE ACCESS ,02/09/1969,43.7880388,-79.392735,03-30-2009,19775,771
654, DAWES RD ,, SECORD AVE ,,08/07/1959,43.693593,-79.29727,10-26-2009,8060,371
655, DAWES RD ,, GOWER ST ,,01/01/1957,43.7022923,-79.296947,05-17-2012,7243,1177
656, LUMSDEN AVE ,, MAIN ST ,,01/01/1972,43.6948671,-79.304747,01-06-2011,8472,1003
657, COXWELL AVE ,, SAMMON AVE ,,03/21/1960,43.68882,-79.325838,05-05-2016,9053,2703
658, GREENWOOD AVE ,, SAMMON AVE ,,01/31/1958,43.6868912,-79.334692,01-26-2010,8093,748
659, DONLANDS AVE ,, SAMMON AVE ,,01/01/1960,43.685836,-79.339519,04-04-2011,7811,894
660, WOODBINE AVE ,, LUMSDEN AVE , MORTIMER AVE ,01/31/1958,43.6927726,-79.315855,10-24-2015,14660,714
661, COXWELL AVE ,, MORTIMER AVE ,,01/31/1958,43.6905966,-79.326553,05-07-2016,12385,947
662, GREENWOOD AVE ,, MORTIMER AVE ,,08/07/1959,43.6886426,-79.335443,01-25-2010,10268,792
663, DONLANDS AVE ,, MORTIMER AVE ,,08/07/1959,43.6876049,-79.340228,02-14-2013,12339,712
664, MORTIMER AVE ,, PAPE AVE ,,01/31/1958,43.685721,-79.3476386,04-22-2017,16061,1819
665, WOODBINE AVE ,, COSBURN AVE ,,01/31/1958,43.6964341,-79.31742,02-21-2013,13743,878
666, COXWELL AVE ,, COSBURN AVE ,,01/31/1958,43.6941379,-79.328003,05-09-2016,13156,1838
667, COSBURN AVE ,, GREENWOOD AVE ,,08/07/1959,43.6920347,-79.337723,08-20-2009,8030,229
668, DONLANDS AVE ,, COSBURN AVE ,,08/07/1959,43.6911338,-79.34167,03-15-2011,13087,462
669, PAPE AVE ,, COSBURN AVE ,,01/31/1958,43.6893922,-79.34881,04-22-2017,13186,7481
670, BATHURST ST ,, INVERMAY AVE ,,12/29/1965,43.7414973,-79.43502,04-07-2015,15664,748
671, BATHURST ST ,, YORK DOWNS DR ,,11/18/1958,43.7472416,-79.436456,03-23-2015,18000,462
672, BATHURST ST ,, SHEPPARD AVE W ,,01/31/1958,43.7554527,-79.438452,03-19-2014,28885,2442
673, BATHURST ST , 335m SOUTH OF , ELLERSLIE AVE , PRIVATE ACCESS ,07/27/1961,43.7624442,-79.440171,04-01-2015,12940,935
674, BATHURST ST ,, HORSHAM AVE , BLUE FLAG GT ,06/01/1965,43.7686039,-79.441657,03-23-2015,17483,170
675, BATHURST ST ,, FINCH AVE W ,,03/20/1962,43.7738567,-79.442978,11-29-2016,35888,6373
676, BATHURST ST ,, DREWRY AVE , ANTIBES DR ,10/08/1966,43.7810687,-79.44481,03-23-2015,25127,1614
677, BATHURST ST ,, ROCKFORD RD , DEWLANE DR ,12/29/1966,43.785938,-79.446008,03-23-2015,21721,1193
678, STEELES AVE W ,, BATHURST ST ,,02/02/1966,43.79245,-79.445714,03-23-2015,36119,3202
679, OVERLEA BLVD ,, THORNCLIFFE PARK DR ,,01/01/1963,43.707478,-79.343608,11-29-2017,17874,2479
680, OVERLEA BLVD ,, THORNCLIFFE PARK DR ,,01/01/1963,43.705011,-79.349824,12-12-2012,14180,2178
681, LAIRD DR ,, MCRAE DR , WICKSTEED AVE ,01/01/1957,43.710376,-79.363498,04-22-2017,15150,1029
682, LAIRD DR ,, MILLWOOD RD ,,01/01/1961,43.703231,-79.360591,04-22-2017,22733,174
683, MILLWOOD RD ,, MCRAE DR ,,01/01/1963,43.704803,-79.368108,07-05-2012,7982,976
684, MILLWOOD RD ,, SUTHERLAND DR ,,01/01/1963,43.7035751,-79.3643727,10-23-2012,5206,581
685, SOUTHVALE DR ,, MILLWOOD RD , PRIVATE ACCESS ,01/01/1960,43.702467,-79.361576,01-07-2017,8873,118
686, MILLWOOD RD ,, VILLAGE STATION RD , REDWAY RD ,05/30/1961,43.7019,-79.35809,01-12-2017,15467,164
687, MILLWOOD RD ,, OVERLEA BLVD ,,05/30/1961,43.70196,-79.35288,04-22-2017,23732,250
688, PHARMACY AVE ,, SURREY AVE ,,06/15/1966,43.7374184,-79.3022695,08-19-2009,11729,933
689, WARDEN AVE ,, FIRVALLEY CRT ,,12/23/1965,43.70369,-79.27748,05-06-2015,8457,821
690, WARDEN AVE ,, COMSTOCK RD ,,08/19/1964,43.7215184,-79.2850107,11-24-2014,16573,763
691, MIDLAND AVE ,, PROGRESS AVE ,,02/14/1968,43.77298,-79.27297,12-10-2016,19487,227
692, KENNEDY RD ,, PROGRESS AVE , GLAMORGAN AVE ,09/11/1969,43.76943,-79.28226,11-15-2012,29981,1487
693, ELLESMERE RD ,, PHARMACY AVE ,,08/13/1959,43.7590889,-79.3102192,09-20-2017,24438,1697
694, WARDEN AVE ,, ELLESMERE RD ,,06/09/1963,43.76127,-79.30072,04-05-2016,38566,1108
695, ELLESMERE RD ,, BIRCHMOUNT RD ,,03/15/1961,43.76347,-79.29137,04-04-2016,32431,1683
696, KENNEDY RD ,, ELLESMERE RD ,,01/02/1960,43.76587,-79.28109,04-04-2016,28790,1728
697, ELLESMERE RD ,, MIDLAND AVE ,,12/28/1965,43.76799,-79.27111,04-02-2016,25211,512
698, ELLESMERE RD ,, BRIMLEY RD ,,07/06/1968,43.77013,-79.26128,04-04-2016,24054,677
699, MCCOWAN RD ,, ELLESMERE RD ,,12/31/1965,43.7722,-79.25149,05-02-2015,29600,1601
700, ELLESMERE RD ,, BELLAMY RD N ,,08/30/1968,43.77442,-79.24171,04-04-2016,20222,840
701, MARKHAM RD ,, SHEPPARD AVE E ,,04/27/1964,43.7939,-79.23876,04-05-2014,31662,1054
702, MARKHAM RD ,, ELLESMERE RD ,,10/12/1964,43.77645,-79.23174,03-29-2014,30563,3011
703, MARKHAM RD ,, BRIMORTON DR ,,09/09/1966,43.77351,-79.23066,04-08-2014,18729,1380
704, MARKHAM RD ,, GREENCEDAR CRCT , GREENCREST CRCT ,12/08/1964,43.75785,-79.22469,04-08-2014,15767,2065
705, ISLINGTON AVE ,, NORSEMAN ST ,,01/01/1958,43.63421,-79.5191,04-15-2013,19564,856
706, DUNDAS ST W ,, ISLINGTON AVE ,,03/31/1960,43.65141,-79.52639,05-14-2016,31272,376
707, ISLINGTON AVE ,, RATHBURN RD ,,05/10/1965,43.66242,-79.53116,04-28-2014,17332,221
708, ISLINGTON AVE ,, THE KINGSWAY ,,01/01/1959,43.66839,-79.53383,04-24-2014,18172,97
709, EGLINTON AVE W ,, ISLINGTON AVE ,,01/17/1961,43.67986,-79.53898,04-29-2014,32669,985
710, ISLINGTON AVE ,, SUMMITCREST DR ,,06/01/1967,43.6832,-79.5405,04-29-2014,16055,214
711, ISLINGTON AVE ,, THE WESTWAY ,,12/30/1963,43.68864,-79.54286,04-24-2014,20731,546
712, ISLINGTON AVE ,, 401 C E ISLINGTON RAMP , RESOURCES RD ,12/13/1965,43.70816,-79.55176,05-28-2014,26521,143
713, ISLINGTON AVE ,, 401 C W ISLINGTON N RAMP , ALLENBY AVE ,12/17/1965,43.71143,-79.55328,05-28-2014,25740,180
714, REXDALE BLVD ,, ISLINGTON AVE ,,07/19/1960,43.71377,-79.55491,05-28-2014,20171,91
715, ISLINGTON AVE ,, BERGAMOT AVE ,,08/02/1968,43.71696,-79.55597,04-26-2014,17107,1120
716, ISLINGTON AVE ,, ELMHURST DR ,,01/23/1964,43.72318,-79.55888,04-23-2014,16084,1335
717, ISLINGTON AVE ,, ALBION RD ,,01/31/1958,43.73727,-79.56531,05-25-2016,28222,997
718, REXDALE BLVD ,, BERGAMOT AVE , PRIVATE ACCESS ,07/08/1968,43.71336,-79.55972,04-21-2016,14706,309
719, ELLESMERE RD ,, MORNINGSIDE AVE ,,03/09/1968,43.78535,-79.19337,02-27-2016,17062,1660
720, EGLINTON AVE W ,, CASTLE KNOCK RD ,,07/31/1969,43.70397,-79.41167,03-21-2012,10687,1811
721, WESTON RD ,, MCCORMACK ST , PRIVATE ACCESS ,09/18/1969,43.67725,-79.47187,04-22-2015,16442,270
722, WARDEN AVE ,, BAMBURGH CRCL ,,07/23/1984,43.81165,-79.32339,01-30-2012,16977,1189
723, ALBION RD ,, ELMHURST DR ,,06/01/1969,43.72514,-79.55051,05-25-2016,15959,291
724, KIPLING AVE ,, NORTH QUEEN ST , PRIVATE ACCESS ,12/12/1962,43.62526,-79.52845,11-01-2017,23183,255
725, KIPLING AVE ,, NORSEMAN ST ,,08/20/1968,43.63154,-79.53102,01-27-2014,20231,300
726, KIPLING AVE ,, BURNHAMTHORPE RD ,,09/25/1960,43.65101,-79.53933,12-03-2016,17805,148
727, KIPLING AVE ,, RATHBURN RD ,,10/30/1963,43.65988,-79.54323,12-02-2014,15208,286
728, KIPLING AVE ,, PRINCESS MARGARET BLVD ,,10/24/1966,43.67012,-79.54773,12-16-2014,12983,119
729, EGLINTON AVE W ,, KIPLING AVE ,,01/01/1962,43.67725,-79.5509,09-15-2015,31302,1176
730, KIPLING AVE ,, THE WESTWAY ,,10/08/1964,43.68564,-79.55468,12-16-2014,15510,579
731, KIPLING AVE ,, BELFIELD RD ,,07/10/1968,43.70491,-79.56347,05-19-2015,20664,235
732, REXDALE BLVD ,, KIPLING AVE ,,01/31/1958,43.71173,-79.5667,05-15-2015,32041,1658
733, KIPLING AVE ,, WESTHUMBER BLVD , BROOKMERE RD ,08/19/1965,43.72814,-79.57465,12-04-2014,9940,981
734, ALBION RD ,, KIPLING AVE ,,08/27/1965,43.7397,-79.58033,11-29-2014,24839,720
735, THE WEST MALL ,, EVANS AVE , WEST MALL S QEW X W RAMP ,12/13/1963,43.60836,-79.55863,11-26-2016,16464,29
736, LESLIE ST ,, TALWOOD DR ,,11/13/1970,43.74088,-79.35745,12-20-2010,16088,248
737, LESLIE ST ,, SOUTHWELL DR , DENLOW BLVD ,11/24/1970,43.746,-79.3585,11-10-2016,21689,618
738, LESLIE ST ,, BANNATYNE DR , PRIVATE ACCESS ,09/30/1969,43.75873,-79.36128,11-08-2016,23421,825
739, SHEPPARD AVE W ,, WILMINGTON AVE , FAYWOOD BLVD ,01/25/1961,43.75271,-79.4519,03-03-2014,21079,1444
740, SHEPPARD AVE W ,, SENLAC RD ,,08/18/1966,43.75897,-79.42254,03-19-2014,13952,390
741, SHEPPARD AVE E ,, WILLOWDALE AVE ,,09/10/1964,43.76403,-79.39968,03-01-2014,18332,332
742, SHEPPARD AVE E ,, HAWKSBURY DR , REAN DR ,02/21/1970,43.76786,-79.38314,06-25-2013,22684,1073
743, SHEPPARD AVE E ,, BURBANK DR , BESSARION RD ,10/01/1967,43.76925,-79.37663,03-01-2014,18538,367
744, SHEPPARD AVE E ,, LESLIE ST ,,03/06/1968,43.77169,-79.36416,04-18-2017,43601,1803
745, SHEPPARD AVE E ,, SHAUGHNESSY BLVD ,,12/16/1966,43.77377,-79.35333,06-18-2013,18536,378
746, SHEPPARD AVE E ,, FAIRVIEW MALL DR ,,11/18/1958,43.77628,-79.34112,06-05-2013,31362,157
747, SHEPPARD AVE E ,, 404 N SHEPPARD AVE RAMP , YORKLAND RD ,01/01/1980,43.77589,-79.33775,06-06-2013,37615,327
748, SHEPPARD AVE E ,, VICTORIA PARK AVE ,,11/25/1955,43.77527,-79.32301,04-05-2014,27789,3263
749, SHEPPARD AVE E ,, PHARMACY AVE ,,02/22/1966,43.77653,-79.31775,02-03-2018,23952,830
750, SHEPPARD AVE E ,, WARDEN AVE ,,12/16/1964,43.77875,-79.30789,03-29-2014,27706,2612
751, SHEPPARD AVE E ,, BIRCHMOUNT RD ,,09/12/1964,43.78109,-79.2981,12-07-2016,27624,2561
752, KENNEDY RD ,, SHEPPARD AVE E ,,01/31/1958,43.7833,-79.28824,04-05-2014,34649,4037
753, LESLIE ST ,, 401 C W LESLIE ST RAMP ,,03/06/1968,43.76726,-79.36365,05-20-2015,36440,141
754, LESLIE ST ,, 401 C E LESLIE ST RAMP , LESMILL RD ,12/10/1989,43.76384,-79.36192,06-15-2011,39785,197
755, LESLIE ST ,, YORK MILLS RD ,,02/15/1965,43.75297,-79.35995,05-03-2014,34929,1102
756, YORK MILLS RD ,, DVP N YORK MILLS W RAMP , PRIVATE ACCESS ,03/30/1967,43.75893,-79.33403,03-09-2016,20345,364
757, YORK MILLS RD ,, FENSIDE DR ,,08/24/1965,43.7607,-79.327757,03-09-2016,15574,1324
758, VICTORIA PARK AVE ,, 401 C W VICTORIA PR RAMP ,,06/09/1965,43.76947209,-79.32053555,12-12-2017,27582,28
759, VICTORIA PARK AVE ,, 401 C E VICTORIA PR RAMP ,,06/17/1966,43.76694,-79.31918,11-24-2010,35267,0
760, WARDEN AVE ,, 401 C W WARDEN AV RAMP ,,08/22/1966,43.77156653,-79.30489928,05-05-2015,31051,14
761, WARDEN AVE ,, 401 C E WARDEN AV S RAMP ,,07/06/1968,43.76903,-79.30366,05-05-2015,31679,13
762, BROWNS LINE ,, VALERMO DR ,,07/27/1965,43.6060424,-79.5471408,11-24-2016,19000,116
763, BROWNS LINE ,, HORNER AVE ,,08/04/1960,43.60169,-79.54523,11-26-2016,15384,542
764, KIPLING AVE ,, HORNER AVE ,,06/27/1962,43.60722,-79.52074,02-11-2014,16598,699
765, KIPLING AVE ,, EVANS AVE ,,01/19/1961,43.61589,-79.52461,05-20-2015,27591,1056
766, LAKE SHORE BLVD W ,, TWENTY SEVENTH ST ,,10/27/1972,43.59643,-79.52497,11-12-2015,10258,1358
767, KIPLING AVE ,, BIRMINGHAM ST ,,08/04/1957,43.60071,-79.518,03-13-2013,9660,794
768, EGLINTON AVE E , 18m EAST OF , HOYLE AVE ,,08/15/1984,43.71058,-79.37965,05-09-2011,16650,648
769, ST CLAIR AVE W ,, NORTHCLIFFE BLVD ,,06/23/1981,43.67845,-79.44084,08-12-2015,7611,2837
770, DWIGHT AVE ,, BIRMINGHAM ST , MURRIE ST ,05/15/1964,43.60485,-79.49897,10-17-2012,3813,488
771, DWIGHT AVE ,, NEW TORONTO ST , STRUTHERS ST ,09/15/1963,43.60816,-79.50034,10-18-2012,3348,203
772, EGLINTON AVE W ,, WILLIAM R ALLEN RD S , PRIVATE ACCESS ,08/09/1976,43.6987,-79.43643,10-22-2012,26562,5466
773, ROYAL YORK RD ,, MIMICO AVE ,,01/31/1958,43.61226,-79.49672,12-18-2014,6453,895
774, EVANS AVE ,, HORNER AVE ,,12/11/1968,43.61696668,-79.51882839,11-26-2016,13910,58
775, ISLINGTON AVE ,, EVANS AVE ,,12/11/1968,43.6184,-79.51133,11-26-2016,16371,125
776, DUNDAS ST W ,, PRINCE EDWARD DR N ,,02/08/1963,43.6607,-79.5104,05-12-2016,19911,385
777, DUNDAS ST W ,, BURNHAMTHORPE RD , CORDOVA AVE ,06/04/1959,43.6488,-79.52873,05-14-2016,20467,1662
778, DUNDAS ST W ,, SHAVER AVE S , SHORNCLIFFE RD ,11/26/1962,43.63215,-79.54477,03-12-2013,26144,533
779, DUNDAS ST W ,, POPLAR AVE , SUBWAY CRES ,04/08/1972,43.63613,-79.54011,06-19-2017,24546,1332
780, LAWRENCE AVE W ,, THE WESTWAY , ROYAL YORK RD ,08/20/1964,43.69618,-79.53271,04-16-2016,13369,352
781, EGLINTON AVE W ,, ROYAL YORK RD ,,01/01/1959,43.68232,-79.52656,04-16-2016,27112,449
782, SCARLETT RD ,, EAST DR , PRIVATE ACCESS ,10/24/1962,43.67686,-79.50595,12-03-2016,10743,329
783, SCARLETT RD ,, EDENBRIDGE DR ,,11/19/1968,43.68081,-79.50881,11-29-2016,12700,156
784, EGLINTON AVE W ,, SCARLETT RD ,,11/27/1970,43.68393,-79.51135,12-05-2016,27560,931
785, BURNHAMTHORPE RD ,, MARTIN GROVE RD ,,01/26/1967,43.64881,-79.54897,05-09-2016,15923,369
786, EGLINTON AVE W ,, MARTIN GROVE RD ,,01/01/1960,43.67451,-79.56321,05-07-2016,30870,705
787, MARTIN GROVE RD ,, THE WESTWAY , REDGRAVE DR ,06/02/1969,43.68334,-79.56712,05-07-2016,10236,896
788, MARTIN GROVE RD ,, 401 X W MARTIN GROVE RAMP ,,01/01/1966,43.69292,-79.57152,05-03-2016,13000,36
789, MARTIN GROVE RD ,, BELFIELD RD ,,11/17/1969,43.70198,-79.5756,05-07-2016,11866,103
790, REXDALE BLVD ,, MARTIN GROVE RD ,,03/12/1963,43.71388,-79.58106,05-07-2016,21340,486
791, ALBION RD ,, MARTIN GROVE RD ,,08/30/1968,43.74198,-79.59424,05-24-2016,24263,1831
792, BLOOR ST W ,, THE EAST MALL ,,12/11/1965,43.63695,-79.5567,09-18-2012,29287,742
793, BLOOR ST W ,, THE WEST MALL ,,07/16/1965,43.63564,-79.5623,06-07-2016,22993,1170
794, DIXON RD ,, 401 X E DIXON W RAMP ,,12/20/1968,43.69226,-79.56771,12-13-2016,21135,2
795, WESTON RD ,, GAYDON AVE , LILAC AVE ,12/17/1969,43.72037,-79.53746,05-10-2012,19649,386
796, CALEDONIA RD ,, KITCHENER AVE ,,10/23/1962,43.68902,-79.46054,04-26-2010,7984,569
797, CALEDONIA RD ,, CASTLEFIELD AVE ,,10/23/1962,43.69846,-79.46351,10-22-2012,17695,330
798, CASTLEFIELD AVE ,, KINCORT ST ,,08/16/1967,43.69703,-79.46795,08-15-2011,9947,67
799, OAKWOOD AVE ,, ROGERS RD ,,03/14/1969,43.68715,-79.43868,09-20-2011,13218,1539
800, ROGERS RD ,, CALEDONIA RD ,,10/23/1962,43.68311,-79.45801,04-27-2010,16541,1438
801, ROGERS RD ,, SILVERTHORN AVE ,,10/23/1962,43.68279,-79.46331,06-14-2010,9706,1050
802, VAUGHAN RD ,, WINONA DR ,,08/25/1960,43.68993,-79.43575,03-13-2013,6617,219
803, OAKWOOD AVE ,, VAUGHAN RD ,,08/25/1960,43.69266,-79.44082,02-15-2018,12014,1273
804, MARLEE AVE ,, GLENCAIRN AVE ,,01/31/1958,43.709,-79.44378,09-19-2011,13277,952
