Tcs, Main , Midblock_Route , Side_1_Route , Side_2_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
1262, STEELES AVE E ,, HWY 404 NB OFF RAMP , WOODBINE AVE ,10/13/1966,43.814,-79.34862,03-23-2017,56432,626
1263, WARDEN AVE ,, BRIDLETOWNE CRCL ,,05/21/1980,43.80149944,-79.31873962,05-05-2015,16630,1286
1264, STEELES AVE E ,, SILVER STAR BLVD , OLD KENNEDY RD ,06/30/1975,43.82536,-79.30007,05-02-2015,26409,3283
1265, EASTERN AVE ,, KNOX AVE ,,05/04/1977,43.66254,-79.32523,04-26-2016,8061,250
1266, ADELAIDE ST W ,, DUNCAN ST ,,04/28/1977,43.64822,-79.38866,07-28-2010,9502,3714
1267, DANFORTH AVE ,, WESTLAKE AVE ,,02/10/1978,43.68747,-79.3051,05-07-2015,11931,1366
1268, BIRCHMOUNT RD ,, LAURA SECORD WALK ,,01/12/1977,43.75587,-79.28823,12-13-2016,16383,136
1269, BLOOR ST W ,, MANNING AVE ,,06/27/1979,43.66409,-79.41603,01-10-2018,8630,6120
1270, BLOOR ST W ,, HAVELOCK ST ,,06/28/1979,43.660505,-79.4324209,04-10-2012,11442,1164
1271, DUFFERIN ST , 60m SOUTH OF , HUNTER AVE ,,01/12/1976,43.69391,-79.44949,04-12-2016,13213,112
1272, DUFFERIN ST ,, BRANDON AVE ,,03/30/1976,43.67046,-79.43987,04-12-2016,12661,586
1273, DUNDAS ST W ,, HURON ST ,,07/22/1976,43.65336,-79.39612,03-27-2013,7630,9393
1274, DUNDAS ST W ,, GRACE ST ,,10/02/1978,43.65073,-79.41393,03-21-2012,9436,1682
1275, DUNDAS ST W ,, SHAW ST ,,02/05/1978,43.64986,-79.41827,08-19-2014,9477,1839
1276, ALBION RD ,, WESTMORE DR ,,04/28/1981,43.74367,-79.60392,05-24-2016,14691,238
1277, PROGRESS AVE ,, BELLAMY RD N , CORPORATE DR ,06/05/1977,43.78021,-79.24389,03-21-2016,14928,163
1278, EGLINTON AVE W ,, LLOYD MANOR RD , WIDDICOMBE HILL BLVD ,01/23/1985,43.67566,-79.55768,12-09-2017,20137,554
1279, MIDLAND AVE ,, VERDUN AVE ,,03/07/1980,43.72891,-79.25568,06-01-2016,6306,467
1280, CONSUMERS RD , 90m SOUTH OF , YORKLAND BLVD , PRIVATE ACCESS ,05/21/1980,43.77051,-79.3309,04-21-2010,9725,580
1281, DANFORTH AVE ,, EAST LYNN AVE , WOODMOUNT AVE ,06/16/1980,43.68517,-79.31525,05-07-2015,10799,3094
1282, BRIMLEY RD ,, DORCOT AVE ,,04/05/1978,43.75898,-79.25713,12-15-2016,12594,156
1283, ST CLAIR AVE E ,, LINDEN AVE , PRIVATE ACCESS ,02/02/1978,43.71779,-79.25575,12-14-2016,10502,196
1284, LAWRENCE AVE E ,, HOWDEN RD , UNDERWRITERS RD ,01/08/1978,43.74686,-79.28792,07-21-2010,22092,928
1285, WARDEN AVE ,, FAIRFAX CRES , PRIVATE ACCESS ,11/30/1977,43.7162,-79.28275,06-24-2014,13550,1465
1286, WARDEN AVE ,, WAYNE AVE ,,07/21/1971,43.73789,-79.29167,11-26-2014,16237,195
1287, WARDEN AVE ,, MCNICOLL AVE ,,07/15/1980,43.80637,-79.32095,05-05-2015,24583,817
1288, LAWRENCE AVE E ,, MOSSBANK DR ,,11/15/1977,43.76288,-79.21103,12-15-2010,13750,838
1289, STEELES AVE W ,, WESTON RD ,,08/07/1980,43.77032,-79.54659,11-22-2014,18994,154
1290, YONGE ST ,, WOODLAWN AVE ,,10/16/1978,43.68398,-79.39237,10-28-2015,14101,1573
1291, YONGE ST ,, HEATH ST ,,11/10/1979,43.69008653,-79.39487681,05-06-2014,17192,9239
1292, YONGE ST ,, MERTON ST ,,06/07/1976,43.69614,-79.3962,04-14-2014,16106,707
1293, EGLINTON AVE E ,, BEACHELL ST , PRIVATE ACCESS ,06/12/1984,43.74253,-79.2221,03-22-2012,13379,1227
1294, PHARMACY AVE ,, DENTON AVE ,,06/29/1978,43.6939424,-79.2840684,06-15-2015,5109,833
1295, PHARMACY AVE ,, ASHTONBEE RD ,,07/28/1978,43.7285507,-79.2985955,03-12-2013,11794,799
1296, SHEPPARD AVE W ,, JOHN DRURY DR ,,08/14/1980,43.7483,-79.48277,02-20-2014,12836,315
1297, YORK MILLS RD ,, HARRISON RD ,,07/26/1977,43.7498,-79.37874,03-09-2016,13537,167
1298, YORK MILLS RD ,, SANDFIELD RD ,,01/09/1977,43.750554,-79.374864,03-09-2016,13444,456
1299, LESLIE ST , 67m SOUTH OF , DEXTER BLVD ,,08/15/1980,43.79898,-79.37013,05-01-2009,11869,555
1300, BURNHAMTHORPE RD ,, MILL RD ,,12/07/1971,43.63925,-79.58432,09-30-2014,22625,629
1301, CALEDONIA RD ,, GLENCAIRN AVE ,,02/11/1978,43.70467,-79.46478,02-24-2011,11131,592
1302, CALEDONIA RD ,, ORFUS RD ,,10/12/1976,43.71777,-79.46814,03-15-2011,9072,309
1303, COLLEGE ST ,, CRAWFORD ST ,,08/16/1979,43.65519,-79.41901,01-12-2017,8708,3172
1304, DAVENPORT RD ,, SYMINGTON AVE ,,06/07/1979,43.67074,-79.45323,04-23-2015,9648,898
1305, DUNDAS ST W ,, RONCESVALLES AVE ,,12/29/1975,43.65388,-79.45181,04-11-2015,8966,2818
1306, DUNDAS ST W ,, ROYALAVON CRES , MICHAEL POWER PL ,08/11/1977,43.64524,-79.53197,05-12-2016,12467,1145
1307, EGLINTON AVE W ,, WILLIAM R ALLEN RD N ,,09/18/1980,43.69902,-79.43502,10-29-2012,26378,1000
1308, EGLINTON AVE W ,, LASCELLES BLVD , PRIVATE ACCESS ,12/28/1979,43.70567,-79.40373,07-27-2010,14011,2345
1309, EGLINTON AVE W ,, EDEN VALLEY DR , RUSSELL RD ,12/09/1978,43.68111,-79.53289,07-04-2011,19243,639
1310, EVANS AVE ,, GAIR DR ,,12/16/1977,43.60994,-79.55212,03-06-2017,11843,251
1311, HARBORD ST ,, PALMERSTON BLVD ,,06/21/1976,43.66106,-79.41216,04-21-2011,8469,986
1312, ISLINGTON AVE ,, BIRMINGHAM ST ,,07/12/1979,43.60329,-79.50629,06-07-2014,6801,359
1313, ISLINGTON AVE ,, NEW TORONTO ST ,,04/12/1979,43.60677,-79.5066,04-29-2014,8332,118
1314, ISLINGTON AVE ,, JUDSON ST ,,04/12/1979,43.61375,-79.50845,04-29-2014,10698,89
1315, ISLINGTON AVE ,, POPLAR HEIGHTS DR , PRINCESS MARGARET BLVD ,06/09/1978,43.67567,-79.53709,04-24-2014,16131,106
1316, JANE ST ,, ARDAGH ST ,,11/07/1979,43.65576,-79.4871,08-17-2011,10251,629
1317, JANE ST ,, BALA AVE , EMMETT AVE ,03/01/1980,43.69015,-79.50059,08-24-2010,13368,847
1318, JANE ST ,, HARDING AVE ,,03/04/1979,43.69957,-79.50287,03-02-2011,15874,825
1319, KEELE ST ,, RUSTIC RD ,,02/08/1978,43.71787,-79.48009,04-07-2016,22227,316
1320, KING ST W ,, JOHN ST ,,11/29/1979,43.64662,-79.38976,05-17-2017,10325,25059
1321, KIPLING AVE ,, BLOOR ST W , KIPLING N DUNDAS W RAMP ,08/07/1976,43.6417405,-79.53555821,01-10-2013,19184,104
1322, KIPLING AVE ,, NEW TORONTO ST , PRIVATE ACCESS ,10/15/1976,43.60398,-79.51933,12-11-2013,10857,641
1323, KIPLING AVE ,, OLIVEWOOD RD ,,12/15/1976,43.63547317,-79.53293757,12-16-2014,19812,237
1324, LAKE SHORE BLVD W ,, FIFTH ST ,,07/12/1979,43.60131,-79.50301,11-12-2015,8224,1948
1325, LAKE SHORE BLVD W ,, ISLINGTON AVE , SEVENTH ST ,07/12/1979,43.60083,-79.50525,05-14-2016,16130,1950
1326, LAWRENCE AVE W ,, BRUCEWOOD CRES , GLENMOUNT AVE ,09/22/1977,43.71852,-79.43295,08-15-2011,17809,886
1327, NORTH QUEEN ST ,, SHORNCLIFFE RD ,,12/16/1977,43.62252,-79.5406,01-14-2010,11356,29
1328, OLD WESTON RD ,, TURNBERRY AVE ,,12/04/1978,43.67841,-79.46481,10-17-2013,9529,472
1329, QUEEN ST W ,, DUFFERIN ST ,,02/02/1978,43.64222,-79.42863,06-11-2016,14622,6472
1330, QUEEN ST W ,, DUNN AVE ,,02/14/1978,43.64107,-79.43451,08-25-2011,7262,2643
1331, QUEEN ST W ,, GLADSTONE AVE , SUDBURY ST ,11/08/1959,43.64252,-79.42717,04-26-2016,10496,1546
1332, QUEEN ST W ,, STRACHAN AVE ,,06/11/1979,43.64537,-79.41319,08-19-2009,9898,1979
1333, SHEPPARD AVE E ,, ARAGON AVE , BAY MILLS BLVD ,04/23/1981,43.7796,-79.30439,04-02-2014,15650,787
1334, ROYAL YORK RD ,, EVANS AVE ,,03/09/1976,43.62102,-79.50034,05-09-2016,11045,472
1335, SPADINA AVE ,, SULLIVAN ST ,,09/21/1977,43.65091,-79.39723,08-28-2012,9635,5444
1336, ST CLAIR AVE W ,, WELLS HILL AVE ,,01/19/1978,43.6837,-79.41572,09-15-2008,12266,2887
1337, THE EAST MALL ,, 427 X N CLOVERDALE RAMP ,,09/07/1976,43.63409931,-79.55682433,06-07-2016,11223,312
1338, THE QUEENSWAY ,, CANMOTOR AVE , LADY BANK RD ,10/30/1979,43.62436,-79.51167,02-18-2014,17507,300
1339, NEILSON RD ,, MCLEVIN AVE ,,11/27/1984,43.80919,-79.22163,01-27-2018,13328,1424
1340, THE WEST MALL ,, WEST MALL CRES , PRIVATE ACCESS ,07/18/1978,43.62718,-79.55891,11-28-2017,12497,583
1341, WESTON RD ,, WILBY CRES , WRIGHT AVE ,05/18/1978,43.69838,-79.5113,09-22-2009,10637,1083
1342, WILSON AVE , 200m EAST OF , DALLNER RD , PRIVATE ACCESS ,07/08/1979,43.72030999,-79.51159965,04-07-2016,15005,2108
1343, WYNFORD DR ,, GERVAIS DR ,,07/06/1977,43.72356,-79.33649,11-14-2011,10255,717
1344, LAKE SHORE BLVD W ,, BRITISH COLUMBIA RD ,,06-20-1979,43.63143,-79.42941,01-24-2018,27594,20
1345, LAKE SHORE BLVD W ,, NEWFOUNDLAND RD , ONTARIO PLACE BLVD ,05/17/1979,43.632436,-79.41096,12-14-2010,22009,120
1346, YORKDALE RD ,, YORKDALE 401 ALLEN N RAMP , PRIVATE ACCESS ,01/12/1978,43.7256,-79.44856,07-08-2017,10623,1642
1347, YORKDALE 401 ALLEN N RAMP ,, ALLEN X N 401 C E RAMP , PRIVATE ACCESS ,01/01/1967,43.72574737,-79.44745082,12-06-2007,9517,510
1348, BLACK CREEK DR ,, LAWRENCE AVE W ,,08/06/1981,43.70496,-79.49411,04-20-2016,35356,37
1349, RENFORTH DR ,, ERINGATE DR , ELMBROOK CRES ,01/16/1981,43.65993,-79.58331,09-19-2017,9539,1156
1350, DUNDAS ST W ,, AUKLAND RD ,,11/21/1980,43.63853,-79.538,05-20-2015,23209,1458
1351, COLLEGE ST ,, ELIZABETH ST ,,10/17/1980,43.66051,-79.38742,01-17-2017,11252,11459
1352, PROGRESS AVE ,, CONSILIUM PL , GRANGEWAY AVE ,01/01/1983,43.77668,-79.25052,03-10-2016,12664,1042
1353, DON MILLS RD ,, MOATFIELD DR ,,11/27/1980,43.75866,-79.3471,06-17-2010,22021,255
1354, DIXON RD ,, GOLFWOOD HTS , PRIVATE ACCESS ,05/29/1980,43.69863,-79.53984,02-19-2013,12460,152
1355, COXWELL AVE ,, HANSON ST ,,02/12/1980,43.67984,-79.32213,05-05-2016,8094,1662
1356, MCCOWAN RD ,, BUSHBY DR , TOWN CENTRE CRT ,05/10/1984,43.77469,-79.2523,05-02-2015,22382,1082
1357, BIRCHMOUNT RD ,, ALLANFORD RD , SCARDEN AVE ,06/15/1983,43.77425,-79.29504,12-07-2016,14850,113
1358, GERRARD ST W ,, ELIZABETH ST ,,10/15/1980,43.65819,-79.3864,01-18-2017,9443,7916
1359, KIPLING AVE ,, WIDDICOMBE HILL , WIDDICOMBE HILL BLVD ,10/12/1980,43.67895,-79.5517,12-03-2014,10353,270
1360, DAWES RD ,, CRESCENT TOWN RD ,,11/25/1980,43.69655,-79.2973,01-06-2010,7911,87
1361, NEILSON RD ,, 401 C W NEILSON RD RAMP , NEILSON RD S 401 C W RAMP ,11/21/1980,43.79503111,-79.21656171,12-12-2017,16571,12
1362, NEILSON RD ,, 401 C E NEILSON RD RAMP , NEILSON RD 401 C E RAMP ,11/21/1980,43.79291,-79.21516,01-25-2018,16203,12
1363, STEELES AVE E ,, BIRCHMOUNT RD ,,09/09/1980,43.82142,-79.31693,05-23-2015,27991,574
1364, STEELES AVE E ,, BLUFFWOOD DR , FAIRWAY HEIGHTS DR ,02/10/1980,43.80773,-79.37609,04-20-2010,20504,106
1366, MOUNT PLEASANT RD ,, BELSIZE DR ,,08/08/1980,43.70249,-79.38778,10-15-2012,18740,1708
1367, DUNDAS ST W ,, WINDERMERE AVE ,,10/18/1977,43.66565,-79.48592,05-04-2016,12360,630
1368, ALBION RD ,, CARRIER DR ,,11/27/1980,43.74552,-79.61428,05-24-2016,13913,163
1369, ALBION RD ,, HUMBERLINE DR , PRIVATE ACCESS ,11/27/1980,43.74689,-79.62201,05-24-2016,14947,204
1370, ROYAL YORK RD , 45m NORTH OF , STRATH HUMBER CRT , PRIVATE ACCESS ,09/27/1977,43.66182,-79.51777,06-04-2015,13594,413
1371, WILSON AVE ,, JETHRO RD ,,08/01/1981,43.71878,-79.51842,04-07-2016,16976,141
1372, MCCOWAN RD ,, SANDHURST CRCL ,,05/17/1984,43.811645,-79.269196,05-04-2015,15557,1466
1373, KINGSTON RD ,, POPLAR RD , PRIVATE ACCESS ,07/25/1984,43.76602,-79.1911,10-22-2014,20850,731
1374, PROGRESS AVE ,, BOROUGH DR ,,10/25/1984,43.77659363,-79.2544181,03-10-2016,12214,123
1375, YONGE ST ,, SOUDAN AVE , BERWICK AVE ,10/09/1976,43.70426,-79.39784,08-05-2011,16322,6264
1376, SPADINA RD ,, HEATH ST W ,,01/14/1981,43.68679,-79.41203,03-18-2008,10258,326
1377, WARDEN AVE ,, ASHTONBEE RD ,,06/12/1976,43.73072,-79.28876,05-06-2015,23270,983
1378, EGLINTON AVE E ,, DUNFIELD AVE , PRIVATE ACCESS ,01/29/1981,43.70738,-79.39548,06-25-2012,11926,5782
1379, BAYVIEW AVE ,, POTTERY RD ,,11/05/1977,43.68798,-79.36359,05-10-2012,19794,7
1380, FINCH AVE E ,, SANDHURST CRCL ,,02/02/1983,43.80887,-79.26276,06-08-2015,12405,332
1381, YONGE ST ,, ATHABASKA AVE , PRIVATE ACCESS ,10/18/1984,43.79549,-79.41941,05-07-2014,23927,1562
1382, NEILSON RD ,, SEWELLS RD , TAPSCOTT RD ,12/06/1984,43.80657,-79.21865,01-27-2018,14777,986
1383, STEELES AVE W ,, PETROLIA RD , TANDEM RD ,05/31/1984,43.7826,-79.49012,05-13-2015,27549,484
1384, YORK MILLS RD , 60m EAST OF , SANDOVER DR ,,11/09/1979,43.75973,-79.33196,03-09-2016,14623,335
1385, PROGRESS AVE ,, CORPORATE DR , PRIVATE ACCESS ,10/25/1984,43.77859,-79.25549,03-09-2016,14428,294
1386, EGLINTON AVE E ,, CREDIT UNION DR , SWIFT DR ,12/11/1981,43.72615,-79.31828,03-01-2012,32617,431
1387, KINGSTON RD ,, 401 C W KINGSTON RD RAMP ,,05/02/1981,43.80005438,-79.14457723,01-23-2018,16170,78
1388, QUEEN ST E ,, KINGSTON RD , EASTERN AVE ,10/02/1981,43.66727,-79.31257,04-22-2017,14502,2736
1389, DON MILLS RD ,, GATEWAY BLVD , PRIVATE ACCESS ,06/14/1978,43.71439,-79.33642,02-22-2010,19553,998
1390, GERRARD ST E ,, SUMACH ST ,,02/19/1980,43.66318,-79.36148,07-11-2011,9183,1071
1391, SHERBOURNE ST ,, ISABELLA ST ,,08/21/1979,43.66965,-79.3758,08-29-2012,8911,2450
1392, LOWER JARVIS ST ,, THE ESPLANADE ,,06/18/1980,43.64826,-79.3709,06-27-2017,12239,5396
1393, QUEEN ST E ,, GREENWOOD AVE ,,04/15/1981,43.6644,-79.32528,11-03-2009,9716,1812
1394, MORNINGSIDE AVE , 95m NORTH OF , BEATH ST ,,12/31/1980,43.77559,-79.18901,03-02-2016,10698,396
1395, PARK LAWN RD ,, BERRY RD ,,06/08/1981,43.63619,-79.49343,04-21-2011,6703,529
1396, KENNEDY RD ,, PASSMORE AVE , PURCELL SQ ,12/08/1981,43.818461,-79.304727,05-23-2015,20817,496
1397, MARKHAM RD ,, EASTPARK BLVD , STEVENWOOD RD ,08/13/1981,43.75568,-79.22403,04-08-2014,14177,493
1398, MCCOWAN RD ,, SANDHURST CRCL ,,03/09/1981,43.80514,-79.26531,04-30-2015,16272,544
1399, BATHURST ST ,, GREENWIN VILLAGE RD , PRIVATE ACCESS ,09/17/1981,43.79084,-79.44537,03-23-2015,18326,1194
1400, STEELES AVE W , 395m WEST OF , YONGE ST , PRIVATE ACCESS ,11/18/1981,43.79703,-79.42484,04-16-2012,22646,1273
1401, BLOOR ST W ,, HURON ST ,,11/19/1981,43.66717,-79.40152,01-11-2018,10170,7851
1402, BLOOR ST W ,, ABERFOYLE CRES , GARDENVALE RD ,11/24/1981,43.64571,-79.51902,05-19-2011,16416,858
1403, WESTON RD ,, GUNNS RD , PRIVATE ACCESS ,11/25/1981,43.67595,-79.47032,11-15-2012,15021,136
1404, ST CLAIR AVE W ,, GUNNS RD , OLD STOCK YARDS RD ,11/25/1981,43.6717778,-79.4711048,04-22-2015,13948,974
1405, SPADINA RD ,, LOWTHER AVE ,,02/12/1981,43.66897,-79.40475,03-09-2017,9361,2782
1406, WILLIAM R ALLEN RD ,, TRANSIT RD , WILSON HEIGHTS BLVD ,07/12/1981,43.74183,-79.45432,03-25-2014,32825,0
1407, WILLIAM R ALLEN RD ,, SHEPPARD AVE W ,,07/12/1981,43.75028,-79.46338,04-02-2014,43882,1287
1408, LAKE SHORE BLVD W ,, REES ST ,,12/21/1981,43.63994,-79.387,08-25-2012,22733,1895
1409, JANE ST ,, BEVERLY HILLS DR , PRIVATE ACCESS ,12/16/1981,43.71912,-79.50813,09-28-2010,20524,1275
1410, YONGE ST ,, BELSIZE DR ,,12/21/1981,43.70033,-79.39703,05-28-2009,13039,1374
1411, PHARMACY AVE ,, INNISWOOD DR ,,12/30/1981,43.73937,-79.30308,02-24-2011,9940,324
1412, RENFORTH DR ,, CONVAIR DR ,,01/13/1982,43.6722,-79.59333,02-16-2012,21403,116
1413, BIRCHMOUNT RD ,, MCNICOLL AVE ,,01/28/1982,43.80866,-79.31115,12-10-2016,17510,94
1414, STEELES AVE W ,, BLACK HAWKWAY , NEW WESTMINSTER DR ,01/20/1982,43.78988,-79.45762,05-13-2015,23038,709
1415, YONGE ST , 130m SOUTH OF , EGLINTON AVE W ,,02/25/1982,43.70542,-79.39809,06-02-2010,10474,3552
1416, YONGE ST ,, GLOUCESTER ST , IRWIN AVE ,02/26/1982,43.66656,-79.38523,11-05-2016,5517,9848
1417, FRONT ST W ,, JOHN ST , PRIVATE ACCESS ,03/03/1982,43.64398,-79.38873,04-20-2015,9921,13919
1418, JANE ST ,, BLACK CR N JANE ST RAMP ,,04/06/1982,43.71272,-79.50642,06-15-2011,22056,53
1419, MARKHAM RD ,, GREENBRAE CRCT , GREENHOLM CRCT ,05/10/1982,43.76222,-79.22624,04-08-2014,15423,643
1420, BLACK CREEK DR ,, TRETHEWEY DR ,,04/06/1982,43.69463,-79.48612,11-05-2012,28035,113
1421, BLACK CREEK DR ,, TODD BAYLIS BLVD , PRIVATE ACCESS ,04/06/1982,43.69111,-79.48386,04-14-2011,20502,288
1422, BLACK CREEK DR ,, EGLINTON AVE W ,,04/10/1982,43.68839,-79.48285,03-27-2013,27273,352
1423, NEILSON RD ,, MILITARY TRL ,,10/06/1982,43.78799,-79.20834,01-31-2018,10570,284
1424, ALBION RD ,, ARMEL CRT , PRIVATE ACCESS ,06/15/1982,43.72135,-79.54575,05-25-2016,18787,572
1425, QUEEN ST W ,, BROCK AVE ,,06/16/1982,43.64149,-79.43236,02-21-2012,8149,2065
1426, COLLEGE ST ,, CLINTON ST ,,06/17/1982,43.65526,-79.41387,01-14-2017,7251,3612
1427, SHEPPARD AVE W ,, SENTINEL RD ,,06/17/1982,43.7437,-79.49182,01-16-2018,14646,658
1428, ANNETTE ST ,, CLENDENAN AVE ,,06/23/1982,43.66225,-79.47222,05-10-2012,9181,2042
1429, PHARMACY AVE ,, GORDON BAKER RD , GLENDINNING AVE ,05/08/1982,43.81179,-79.33424,09-01-2016,13107,490
1430, KIPLING AVE ,, JOHN GARLAND BLVD ,,05/08/1982,43.73555,-79.57829,12-11-2014,8821,258
1431, FINCH AVE E ,, MIDDLEFIELD RD ,,08/17/1982,43.8099,-79.25768,09-15-2014,19443,458
1432, BRIMLEY RD ,, ALEXMUIR BLVD , BRIMWOOD BLVD ,10/08/1982,43.811064,-79.279731,12-14-2016,14101,334
1433, PORT UNION RD ,, FANFARE AVE , LAWSON RD ,08/31/1982,43.78972,-79.14091,01-23-2018,11914,310
1434, WESTON RD ,, NORTHLAND AVE , PRIVATE ACCESS ,09/13/1982,43.67895,-79.47408,04-22-2015,16934,446
1435, SHEPPARD AVE E ,, SHORTING RD ,,09/14/1982,43.79175,-79.24896,02-22-2012,12529,659
1436, SHEPPARD AVE E ,, GLEN WATFORD DR , PRIVATE ACCESS ,09/21/1982,43.78594,-79.27602,03-01-2012,15262,459
1437, LAWRENCE AVE W ,, BOLINGBROKE RD , PRIVATE ACCESS ,08/10/1982,43.71503,-79.44947,07-27-2011,14517,747
1438, BLACK CREEK DR ,, PHOTOGRAPHY DR , PRIVATE ACCESS ,08/10/1982,43.68598,-79.48171,07-14-2010,15782,280
1439, ROYAL YORK RD ,, LA ROSE AVE ,,10/18/1982,43.68417,-79.52739,04-21-2016,13105,814
1440, CARLINGVIEW DR ,, INTERNATIONAL BLVD , RENFORTH DR ,03/06/1971,43.676864,-79.591063,01-07-2017,4726,16
1441, LOWER SHERBOURNE ST ,, THE ESPLANADE ,,07/12/1982,43.64906,-79.36728,02-27-2008,6830,2825
1442, LAWRENCE AVE W ,, DUVAL DR , PRIVATE ACCESS ,04/11/1982,43.70977,-79.47455,08-04-2011,19325,1220
1443, LAWRENCE AVE E ,, BROCKLEY DR ,,11/11/1982,43.75208,-79.26244,02-23-2011,19480,845
1444, SHEPPARD AVE E , 185m WEST OF , KENNEDY RD , PRIVATE ACCESS ,10/11/1982,43.7828,-79.29049,04-02-2014,14814,654
1446, MOUNT PLEASANT RD ,, ERSKINE AVE ,,11/25/1982,43.71263,-79.39174,01-17-2017,14423,774
1447, VICTORIA PARK AVE ,, DENTON AVE ,,01/12/1982,43.69289,-79.28899,07-05-2012,9991,1780
1449, DUFFERIN ST ,, LIBERTY ST , PRIVATE ACCESS ,04/21/1983,43.63711,-79.42664,04-25-2016,6472,388
1450, KEELE ST ,, MURRAY ROSS PKWY , PRIVATE ACCESS ,11/24/1982,43.7673,-79.49199,02-23-2016,20535,148
1451, YORKDALE RD ,, 401 W ALLEN YORKDALE RAMP , PRIVATE ACCESS ,03/07/1968,43.72758,-79.44946,12-06-2017,17906,44
1452, LAWRENCE AVE E ,, CENTENNIAL RD ,,01/26/1983,43.7773626,-79.1465292,02-25-2014,7620,166
1453, SHEPPARD AVE E ,, PARKWAY FOREST DR , PRIVATE ACCESS ,01/27/1983,43.77588,-79.34371,06-06-2013,27870,1480
1454, FINCH AVE E ,, SKYMARK DR , PRIVATE ACCESS ,10/02/1983,43.79318,-79.35227,10-25-2010,18583,768
1455, WYNFORD DR ,, CONCORDE PL , WYNFORD HEIGHTS CRES ,03/23/1983,43.72736,-79.32777,07-08-2014,10717,723
1456, LAKE SHORE BLVD W ,, COLBORNE LODGE DR ,,11/05/1983,43.637865,-79.458968,12-03-2014,37223,56
1457, BAY ST ,, ST JOSEPH ST ,,05/25/1983,43.66565,-79.3877,11-12-2014,10757,6083
1458, SHERBOURNE ST ,, HOWARD ST ,,05/26/1983,43.67129,-79.37642,02-08-2012,8808,2765
1459, FINCH AVE W ,, WESTMORE DR ,,06/30/1983,43.73469,-79.60102,12-02-2009,13622,461
1460, QUEEN ST W , 70m WEST OF , YONGE ST ,,03/08/1983,43.65226,-79.38012,06-16-2010,7394,5027
1461, QUEEN ST W ,, JOHN ST ,,07/21/1983,43.64992,-79.39113,06-14-2017,9183,24081
1462, WYNFORD DR ,, EGLINTON E ST DENNIS RAMP , PRIVATE ACCESS ,04/08/1983,43.723682,-79.324728,08-16-2016,10572,366
1463, WYNFORD DR ,, EGLINTON W WYNFORD DR RAMP , PRIVATE ACCESS ,04/08/1983,43.72521,-79.326,11-16-2010,10044,205
1464, EGLINTON AVE E ,, ST DENNIS EGLINTON E RAMP ,,04/08/1983,43.72477574,-79.32385297,03-22-2004,30654,13
1465, PHARMACY AVE ,, PINEMEADOW BLVD , CORINTHIAN BLVD ,12/09/1983,43.79281,-79.32496,02-06-2018,11486,724
1466, ROYAL YORK RD ,, NORSEMAN ST ,,09/15/1983,43.636969,-79.507048,05-03-2016,11662,549
1467, STEELES AVE W ,, CACTUS AVE , PALM GATE BLVD ,07/09/1983,43.79445,-79.43654,07-22-2013,21076,1237
1468, LAWRENCE AVE E ,, FORTUNE GT ,,08/11/1983,43.761009,-79.2197969,03-08-2011,16769,260
1469, WARDEN AVE ,, TOWER DR ,,10/14/1983,43.754392,-79.298383,05-05-2015,19205,240
1470, ROGERS RD ,, OLD WESTON RD , WATT AVE ,01/31/1958,43.681839,-79.4678735,11-15-2012,12624,1239
1471, OLD KINGSTON RD ,, MILITARY TRL ,,11/30/1983,43.78191,-79.173,04-13-2011,6116,39
1472, JANE ST , 70m NORTH OF , WILLIAM CRAGG DR , PRIVATE ACCESS ,12/15/1983,43.72299,-79.50912,12-20-2011,18389,1040
1473, SHEPPARD AVE E ,, BRECKON GT , BRENYON WAY ,01/12/1983,43.80053,-79.2069,04-03-2014,9751,292
1474, NEILSON RD ,, BERNER TRL , WICKSON TRL ,02/15/1984,43.80208,-79.21777,01-25-2018,15384,266
1475, DANFORTH AVE ,, WOODINGTON AVE ,,01/02/1984,43.68396,-79.32086,05-07-2015,10390,3336
1476, YORKDALE RD , 335m EAST OF , DUFFERIN ST ,,08/12/1983,43.72826,-79.45395,12-03-2007,14052,0
1477, WILSON AVE ,, ALLINGHAM GDNS , PRIVATE ACCESS ,12/04/1984,43.7356,-79.44266,04-21-2016,19315,389
1478, BAY ST , 12m NORTH OF , HAGERMAN ST ,,03/28/1984,43.65436,-79.38319,05-09-2011,9560,1864
1479, BLOOR ST W ,, DURIE ST ,,03/27/1984,43.65054,-79.47906,01-12-2017,11171,3690
1480, CHURCH ST ,, ALEXANDER ST ,,06/27/1984,43.66371,-79.38007,04-27-2016,8532,5265
1481, EGLINTON AVE W ,, COMMERCE BLVD , PRIVATE ACCESS ,07/08/1986,43.66244029,-79.59128006,03-22-2012,16274,185
1482, QUEENS PARK CRES W ,, HOSKIN AVE ,,04/29/1985,43.66506,-79.39397,12-08-2015,12836,4643
1483, EGLINTON AVE W ,, EXPLORER DR ,,09/25/1985,43.65977,-79.59417,12-10-2014,14580,40
1484, EGLINTON AVE W ,, CENTENNIAL PARK BLVD , ORBITOR DR ,07/01/1988,43.65587,-79.59843,03-22-2012,17983,128
1485, MCCOWAN RD ,, TRITON RD ,,03/22/1985,43.77555,-79.25266,04-29-2015,19540,233
